author_clean,race,gender,log10_hits,count
Marcello Giordani,white,male,5.16731733474818,3
Marcelo Gleiser,latino,male,5.33445375115093,3
Marcia Clark,white,female,5.28330122870355,2
Marcia Fudge,black,female,4.78390357927274,4
Marcia Gay Harden,white,female,5.67117284271508,6
Marcia Hutchinson,black,female,4.453318,1
Marcia Lynn McClure,white,female,3.99563519459755,4
Marcia Wieder,white,female,4.62428209583567,5
Marco Calderon,latino,male,5.255273,1
Marco Pierre White,white,male,5.6954816764902,2
Marco Rubio,latino,male,7.26245109,10
Marcus Allen,black,male,5.938019,1
Marcus Annaeus Seneca,white,male,4,10
Marcus Berkmann,white,male,4.71011736511182,4
Marcus Brigstocke,white,male,4.75281643118827,3
Marcus Buckingham,white,male,5.12710479836481,5
Marcus Fabius Quintilianus,white,male,4.95133751879592,4
Marcus Garvey,black,male,6.35218251811136,10
Marcus Harrison Green,black,male,4.15228834438306,2
Marcus J. Borg,white,male,4.69372694892365,4
Marcus L. Lukusa,black,male,3.155336,1
Marcus Porcius Cato,white,male,5.10720996964787,4
Marcus Samuelsson,black,male,5.47421626407626,10
Marcus du Sautoy,white,male,5.77887447200274,5
Marcy Dermansky,white,female,4.6159500516564,2
Maren Morris,white,female,6.48713837547719,4
Margaret Atwood,white,female,6.71432975974523,10
Margaret Bourke-White,white,female,5.97634997900327,5
Margaret Carty,white,female,4.58433122436753,1
Margaret Cavendish,white,female,5.17318626841227,5
Margaret Chan,asian,female,5.385606,1
Margaret Chase Smith,white,female,5.03742649794062,3
Margaret Cho,asian,female,5.564666064,10
Margaret Coel,white,female,4.9604707775343,2
Margaret Collier Graham,white,female,3.92992956008459,3
Margaret Culkin Banning,white,female,4.09342168516223,2
Margaret Deland,white,female,5.04139268515823,6
Margaret Drabble,white,female,5.19589965240923,8
Margaret Edson,white,female,4.5705429398819,4
Margaret Elizabeth Sangster,white,female,4.2380461031288,5
Margaret Fuller,white,female,5.44404479591808,10
Margaret Gatty,white,female,4.58994960132571,2
Margaret George,white,female,5.21748394421391,9
Margaret Gibb,white,female,4.22530928172586,1
Margaret Halsey,white,female,4.46089784275655,3
Margaret Heffernan,white,female,4.80002935924413,10
Margaret J. Wheatley,white,female,4.97220283837906,10
Margaret Landon,white,female,5.02118929906994,9
Margaret Lee Runbeck,white,female,4.72509452108147,6
Margaret MacMillan,white,female,5.149219113,2
Margaret Mahy,white,female,5.76042248342321,3
Margaret Mallory,white,female,4.43775056282039,6
Margaret McMullan,white,female,4.61384182187607,2
Margaret Mead,white,female,6.12710479836481,10
Margaret Oliphant,white,female,5.10720996964787,3
Margaret Peters,black,female,5.271842,1
Margaret Peterson Haddix,white,female,5.79934054945358,10
Margaret Sherwood,white,female,4.57749179983723,1
Margaret Smith,white,female,6.025305865,2
Margaret Spellings,white,female,4.9329808219232,2
Margaret Stohl,white,female,5.62838893005031,7
Margaret Thatcher,white,female,6.66275783168157,10
Margaret Truman,white,female,5.45178643552429,1
Margaret Walker,black,female,5.47856649559384,4
Margaret Weis,white,female,5.604226053,4
Margaret Widdemer,white,female,4.59549622182557,3
Margarita Engle,latino,female,5.48287358360875,10
Margaux Bergen,white,female,3.365487985,2
Marge Piercy,white,female,5.57749179983723,10
Margery Allingham,white,female,5.74429298312268,7
Margery Williams Bianco,white,female,4.86746748785905,3
Margherita Hack,white,female,5.37106786227174,3
Margi Preus,white,female,4.83250891270624,4
Margo Jefferson,black,female,4.591064607,2
Margo Kelly,white,female,4.50379068305718,3
Margo T. Rose,white,female,3.85186960072977,4
Margot Asquith,white,female,4.90471554527868,6
Margot Kidder,white,female,5.59988307207369,4
Margot Lee Shetterly,black,female,5.93247376467715,7
Margot McCuaig,white,female,3.66086547800387,3
Margot Robbie,white,female,7.18752072083646,7
Marguerite Bennett,white,female,5.47275644931721,2
Marguerite Duras,white,female,6.16731733474818,10
Marguerite Gardiner,white,female,4.32014628611105,4
Marguerite Kaye,white,female,5.04921802267018,9
Marguerite Labbe,white,female,4.26951294421792,2
Marguerite Young,white,female,4.47856649559384,3
Marguerite Yourcenar,white,female,6.41664050733828,10
Marguerite de Valois,white,female,6.00432137378264,4
Mari Evans,black,female,5.30103,1
Mari Mancusi,white,female,5.31597034545692,10
Maria Amor Torres,asian,female,1.68124123737559,2
Maria Augusta von Trapp,white,female,4.69983772586725,3
Maria Bamford,white,female,5.4345689040342,2
Maria Bartiromo,white,female,5.58206336291171,3
Maria Callas,white,female,6.52762990087134,5
Maria Cantwell,white,female,5.38201704257487,2
Maria Chika Amadi,black,female,2.507856,1
Maria Cristina Mena,latino,female,4.173186,1
Maria Dahvana Headley,white,female,5.08635983067475,4
Maria Dorfner,white,female,3.55750720190566,4
Maria Edgeworth,white,female,5.29225607135648,6
Maria Elena,latino,female,7.61172330800734,10
Maria Faustina Kowalska,white,female,5.96331551138611,6
Maria Flynn,white,female,5.03742649794062,5
Maria Goeppert Mayer,white,female,5.25527250510331,3
Maria Grazia Swan,white,female,3.95472479097906,5
Maria Gregory,white,female,5.11058971029925,2
Maria Hernandez,latino,female,6.440909,1
Maria Irene Fornes,latino,female,4.837588,1
Maria Lima,latino,female,6.606381,1
Maria Malonzo,asian,female,3.361728,1
Maria McCann,white,female,4.54530711646582,4
Maria Mitchell,white,female,5.25042000230889,6
Maria Montessori,white,female,6.53019969820308,6
Maria Nieves,latino,female,6.15836249209525,5
Maria Renteria,latino,female,4.630428,2
Maria Semple,white,female,5.120573931,10
Maria Sharapova,white,female,6.42160392686983,6
Maria Shriver,white,female,6.10720996964787,5
Maria V. Snyder,white,female,5.06069784035361,10
Maria Venegas,latino,female,5.40654,1
Maria Weston Chapman,white,female,4.96894968098134,3
Mariah Burton Nelson,white,female,3.98497712641549,3
Mariah Carey,black,female,8,8
Mariah Gonzales,latino,female,4.760422,1
Mariama Bâ,black,female,5.32014628611105,3
Marian Anderson,black,female,5.59879050676312,9
Marian Deegan,white,female,3.64738297,5
Marian Keyes,white,female,5.71432975974523,10
Marian Wright Edeleman,black,female,5.519828,1
Marian Wright Edelman,black,female,5.51587384371168,9
Marianne Curley,white,female,4.78318869107526,5
Marianne Faithfull,white,female,6.09342168516223,8
Marianne Moore,white,female,5.39794000867204,10
Marianne Wiggins,white,female,4.863917377,4
Marianne Williamson,white,female,5.97034687623009,10
Mariano Azuela,latino,male,5.800717,1
Mariano Ngan,asian,male,2.429752,1
Mariano Rajoy,white,male,6.25767857486918,2
Mariano Rivera,latino,male,6.10380372095596,4
Maribel C. Pagan,latino,female,2.73878055848437,3
Marie Abanga,black,female,3.39794,1
Marie Antoinette,white,female,7.06818586174616,6
Marie Bashkirtseff,white,female,5.32014628611105,4
Marie Brennan,white,female,5.28555730900777,6
Marie Claudine MUKAMABANO,black,female,4.004321,1
Marie Corelli,white,female,5.04139268515823,4
Marie Curie,white,female,7.120573931,8
Marie Dressier,white,female,4.96425963019685,2
Marie Howe,white,female,5.13353890837022,3
Marie Kondō,asian,female,6.44404479591808,10
Marie Landry,white,female,5.32014628611105,2
Marie Leneru,white,female,3.78103693862113,2
Marie Lu,asian,female,5.77524625974024,10
Marie Osmond,white,female,6.02118929906994,7
Marie Rutkoski,white,female,5.56229286445647,10
Marie Sabillo,latino,female,3.22530928172586,2
Marie Symeou,white,female,3.72345567203519,5
Marie Treanor,white,female,4.41497334797082,2
Marie de France,white,female,6.50379068305718,5
Marie von Ebner-Eschenbach,white,female,5.75587485567249,10
Marie-Helene Bertino,white,female,5.24551266781415,2
Marie-Louise von Franz,white,female,6.149219113,2
Mariel,latino,female,7.322219,1
Mariel Hemingway,white,female,5.39093510710338,5
Mariella Frostrup,white,female,4.94694327069783,9
Marielle Arias Cleofe,latino,female,0.69897,1
Marika McCoola,white,female,4.18752072083646,2
Marikit dR. Camba,asian,female,2.222716,1
Marilu Henner,white,female,5.80685802951882,7
Marilyn A. Hepburn,white,female,2.64345267648619,2
Marilyn Barnicke Belleghem,white,female,2.83821922190763,2
Marilyn Brant,white,female,4.42975228000241,2
Marilyn Devonish,black,female,4.190332,1
Marilyn Ferguson,white,female,5.029383778,5
Marilyn French,white,female,5.16136800223498,8
Marilyn Hacker,white,female,4.58994960132571,2
Marilyn Hilton,white,female,4.54530711646582,5
Marilyn Johnson,white,female,6.41995574848976,2
Marilyn L Rice,white,female,3.88986172125819,7
Marilyn Machlowitz,white,female,3.30102999566398,3
Marilyn Manson,white,male,7.06818586174616,10
Marilyn Monroe,white,female,7.52113808370404,10
Marilyn Pappano,white,female,4.81954393554187,2
Marilyn Suttle,white,female,4.39619934709574,10
Marilyn Vos Savant,white,female,5.53402610605614,10
Marina Abramović,white,female,6.19033169817029,10
Marina Budhos,asian,female,4.68842,1
Marina Keegan,white,female,4.240549248,7
Marina Leigh Hatfield,white,female,0.845098040014257,4
Marina Tsvetaeva,white,female,5.58433122436753,8
Marina Warner,white,female,5.10720996964787,2
Marine Le Pen,white,female,6.81822589361396,5
Marino Baccarini,white,male,2.86451108105839,6
Mario Andretti,white,male,6.14612803567824,9
Mario Balotelli,black,male,6.332438,1
Mario Batali,white,male,5.475671188,3
Mario Benedetti,latino,male,6.42160392686983,5
Mario Botta,white,male,6.16731733474818,6
Mario Cuomo,white,male,5.3324384599156,8
Mario J. Lucero,latino,male,3.44870632,2
Mario J. Rocchetta,white,male,2.485721426,2
Mario L Castellanos,latino,male,3.079181,2
Mario Lopez,latino,male,6.49276038902684,3
Mario Puzo,white,male,5.98766626492627,10
Mario Teguh,asian,male,6.214844,1
Marion Barry,black,male,5.741939,1
Marion Cotillard,white,female,6.64246452024212,4
Marion Jones,black,female,5.564666064,2
Marion Woodman,white,female,4.89652621748955,3
Marion Zimmer Bradley,white,female,5.55266821611219,9
Marisa Miller,white,female,5.46834733041216,2
Marisha Pessl,white,female,5.40993312333129,10
Mariska Hargitay,white,female,6.24551266781415,3
Marisol Nichols,latino,female,5.260071,1
Marissa Clarke,white,female,4.475671188,8
Marissa Mayer,white,female,5.48429983934679,9
Marissa Meyer,white,female,5.86569606,10
Marita Golden,black,female,4.238046,2
Maritza Compos,latino,female,2.0086,1
Marjorie Garber,white,female,5.12385164096709,4
Marjorie Holmes,white,female,4.53147891704226,3
Marjorie Kinnan Rawlings,white,female,5.60745502321467,4
Marjorie M. Liu,asian,female,4.64048143697042,2
Marjorie Pay Hinckley,white,female,4.52633927738984,7
Marjorie Spiegel,white,female,3.60205999132796,2
Marjory Stoneman Douglas,white,female,5.76715586608218,3
Mark A. Cooper,white,male,5.18184358794477,5
Mark A. Noll,white,male,4.77815125038364,2
Mark A. Rayner,white,male,4.2148438480477,3
Mark Alberto Yoder Nunez,latino,male,5.432969,1
Mark Batterson,white,male,5.28103336724773,10
Mark Billingham,white,male,5.44870632,2
Mark Bittman,white,male,5.4983105537896,2
Mark Bowden,white,male,5.35793484700045,4
Mark Boyer,white,male,4.87621784059164,4
Mark Bradford,black,male,5.34242268082221,4
Mark Brown,black,male,6.340444,1
Mark Buchanan,white,male,5.16136800223498,10
Mark Burnett,white,male,5.56937390961505,3
Mark Consuelos,latino,male,5.839478,1
Mark Cortes,latino,male,4.68214507637383,3
Mark Cuban,white,male,6.51587384371168,10
Mark Denman,white,male,5.03342375548695,9
Mark Donnelly,white,male,4.94398887507377,9
Mark Doty,white,male,4.9566485792052,7
Mark Driscoll,white,male,5.57518784492766,7
Mark E. Smith,white,male,5.46834733041216,3
Mark Epstein,white,male,5.40993312333129,4
Mark F. LaMoure,white,male,3.42324587393681,10
Mark Frauenfelder,white,male,5.22010808804005,2
Mark Frost,white,male,5.70500795933334,10
Mark Galli,white,male,4.38021124171161,10
Mark Gatiss,white,male,5.70586371228392,3
Mark Gorman,white,male,4.79448804665917,4
Mark Graban,white,male,4.86451108105839,2
Mark Gungor,white,male,4.53529412004277,4
Mark Haddon,white,male,5.93399316383124,10
Mark Hamill,white,male,6.56702636615906,3
Mark Harmon,white,male,6.16435285578444,2
Mark Helprin,white,male,5.50242711998443,10
Mark Henwick,white,male,4.28780172993023,4
Mark Hewer,white,male,4.66370092538965,10
Mark Hodder,white,male,4.53019969820308,3
Mark Hyman,white,male,6.15228834438306,10
Mark Indelicato,latino,male,4.735599,1
Mark Ireland,white,male,4.96284268120124,4
Mark Kennedy,white,male,5.641474111,3
Mark Knopfler,white,male,6.387389826,5
Mark Kurlansky,white,male,5.56348108539441,7
Mark LaMoure,white,male,2.73158876518674,10
Mark Lawrence,white,male,5.98000337158375,10
Mark Leidner,white,male,3.820201459,2
Mark Leiren-Young,white,male,4.66370092538965,2
Mark Lynas,white,male,4.82801506422398,2
Mark M. DeRobertis,white,male,3.04921802267018,2
Mark Manson,white,male,6.17026171539496,6
Mark Mathabane,black,male,4.480007,1
Mark Matousek,white,male,4.33445375115093,3
Mark McKinnon,white,male,4.94890176097021,10
Mark Mills,white,male,5.35793484700045,2
Mark Mirabello,white,male,3.94250410616808,2
Mark Noce,white,male,3.67024585307412,2
Mark O'Connell,white,male,5.92116605063774,4
Mark Owen,white,male,5.66464197555613,2
Mark Pryor,white,male,4.97266559226611,3
Mark Rippetoe,white,male,5.08635983067475,2
Mark Rothko,white,male,6.41830129131975,3
Mark Rubinstein,white,male,4.51719589794997,2
Mark Ruffalo,white,male,6.6159500516564,8
Mark Rutherford,white,male,4.938019097,2
Mark Sanborn,white,male,4.80208925788173,7
Mark Sherman Smeester,white,male,2.02938377768521,10
Mark Simpson,white,male,5.58994960132571,2
Mark Sisson,white,male,5.00860017176192,8
Mark Skousen,white,male,4.62940959910272,4
Mark Slouka,white,male,4.61278385671974,6
Mark Spitz,white,male,5.42975228000241,5
Mark Strand,white,male,5.16136800223498,9
Mark Van Doren,white,male,5.30102999566398,5
Mark Vonnegut,white,male,4.1846914308176,3
Mark Wahlberg,white,male,6.84447717574568,9
Mark Waid,white,male,6.06818586174616,3
Mark Warner,white,male,6.03342375548695,2
Mark Waters,white,male,5.44870632,4
Mark William Goldman,white,male,2.52633927738984,2
Mark Winik,white,male,3.19865708695442,2
Mark Z. Danielewski,white,male,5.92788341033071,10
Mark Zuckerberg,white,male,7.17318626841227,10
Markee Anderson,black,male,4.701568,2
Marko Kloos,white,male,5.10380372095596,2
Markus W. Lunner,white,male,2.73878055848437,5
Markus Zusak,white,male,6.37291200297011,10
Marla Buchanan,white,female,4.025305865,3
Marla Gibbs,black,female,5.09691,1
Marlee Matlin,white,female,6.15228834438306,10
Marlen Esparza,latino,female,4.38739,1
Marlena de Blasi,white,female,4.98587535730839,2
Marlene Dietrich,white,female,6.54157924394658,9
Marlene Hansen,white,female,4.86033800657099,2
Marlene Steinberg,white,female,4.63346845557959,2
Marlene Thornton,black,female,4.041393,1
Marlene Van Niekerk,white,female,5.01703333929878,6
Marlon Brando,white,male,6.91645394854993,7
Marlon James,black,male,5.58994960132571,10
Marlon Wayans,black,male,6.44870632,4
Marmaduke William Pickthall,white,male,5.120573931,3
Marnie Grundman,white,female,4.33845649360461,3
Marquis De Lafayette,white,male,5.67942789661212,9
Marquis de Condorcet,white,male,5.3541084391474,2
Marquis de Sade,white,male,6.21748394421391,10
Marquita Burke-DeJesus,black,female,2.32428245529769,10
Marsden Wagner,white,male,4.32014628611105,2
Marsha Blackburn,white,female,5.71516735784846,9
Marsha Hinds,black,female,3.9912260756925,3
Marsha Norman,white,female,4.87563993700417,7
Marsha Sinetar,white,female,4.641474111,4
Marsha Thomason,black,female,5.540329,1
Marshal Ferdinand Foch,white,male,4.87794695162919,2
Marshall B. Rosenberg,white,male,6.08635983067475,2
Marshall McLuhan,white,male,6.01703333929878,10
Marshall Ramsay,white,male,3.29225607135648,4
Marshall Thornton,white,male,4.1846914308176,3
Marshawn Lynch,black,male,6.178977,3
Marsilio Ficino,white,male,5.83632411570675,3
Marston Bates,white,male,4.408239965,1
Marta Acosta,latino,female,5.423246,1
Marta Mrotek,white,female,3.52633927738984,7
Martha Beck,white,female,5.35218251811136,10
Martha Bolton,white,female,4.75358305889291,2
Martha Cecilia,latino,female,6.16136800223498,3
Martha Frie,white,female,1.80617997398389,1
Martha Gellhorn,white,female,5.67669360962487,8
Martha Graham,white,female,6.00860017176192,10
Martha Grimes,white,female,5.120573931,3
Martha Lemasters,white,female,3.21218760440396,4
Martha McSally,white,female,4.938019097,2
Martha Moody,white,female,4.59988307207369,2
Martha N. Beck,white,female,3.9604707775343,6
Martha Plimpton,white,female,5.53402610605614,3
Martha Reeves,black,female,5.5854607295085,4
Martha Scott,white,female,5.34830486304816,2
Martha Stewart,white,female,7.2405492482826,7
Martha Sweeney,white,female,4.4814426285023,9
Martha Washington,white,female,5.96754797621886,5
Martha Wells,white,female,5.71180722904119,5
Marthe Jocelyn,white,female,4.8488047010518,2
Martijn Benders,white,male,3.96378782734556,4
Martin Amis,white,male,5.70757017609794,10
Martin Buber,white,male,5.985426474083,9
Martin Farquhar Tupper,white,male,4.72015930340596,5
Martin Filler,white,male,4.11727129565576,9
Martin Freeman,white,male,6.30319605742049,10
Martin Garrix,white,male,6.8998205024271,3
Martin Gayford,white,male,5.37106786227174,2
Martin Guevara Urbina,latino,male,3.63042787502502,1
Martin H. Fischer,white,male,4.65513843481138,9
Martin Henderson,white,male,5.63144376901317,3
Martin L. Gross,white,male,4.19033169817029,3
Martin Landau,white,male,5.64443858946784,3
Martin Lawrence,black,male,6.394452,1
Martin Luther King Sr.,black,male,5.326336,2
"Martin Luther King, Jr",black,male,7.41995574848976,10
Martin M. Stupak,white,male,2.10037054511756,6
Martin Marty,white,male,5.37291200297011,2
Martin McDonagh,white,male,5.68930885912362,2
Martin McGuinness,white,male,5.24303804868629,9
Martin Millar,white,male,4.55266821611219,2
Martin Mull,white,male,5.29885307640971,3
Martin O'Malley,white,male,5.42651126136457,8
Martin Parr,white,male,6.54777470538782,7
Martin Powell,white,male,5.52891670027766,3
Martin Puryear,black,male,5.24797326636181,2
Martin Scorsese,white,male,6.94250410616808,9
Martin Seligman,white,male,5.59439255037543,7
Martin Sheen,white,male,6.26245109,4
Martin Short,white,male,6.39445168082622,2
Martin Suarez,latino,male,5.72916479,2
Martin Van Buren,white,male,5.77524625974024,4
Martin Vanbee,white,male,3.56110138364906,2
Martin Winterkorn,white,male,5.51054501020661,2
Martin Yan,asian,male,5.11394335230684,3
Martina Arroyo,black,female,5.093422,1
Martina Boone,white,female,4.43775056282039,10
Martina Hingis,white,female,5.76192783842053,2
Martina McBride,white,female,6.02118929906994,3
Martina Navratilova,white,female,6.00860017176192,8
Marty Bisson milo,white,male,2.8394780473742,4
Marty Rubin,white,male,4.97589113640179,10
Martyn V. Halm,white,male,4.6222140229663,4
Martín Espada,latino,male,5.25042,1
Marv Levy,white,male,4.98362628712453,3
Marva Collins,black,female,4.796574333,2
Marvin Gaye,black,male,6.9329808219232,10
Marvin Hagler,black,male,5.595496,1
Marvin Hamlisch,white,male,5.46089784275655,4
Marvin Harris,white,male,5.33845649360461,2
Marvin J. Ashton,white,male,4.50242711998443,2
Marvin Minsky,white,male,5.3747483460101,4
Marvin Olasky,white,male,4.94051648493257,2
Marvin Sapp,black,male,5.79028516403324,2
Mary A. Pérez,latino,female,4.7481880270062,2
Mary Adams,white,female,6.20139712432045,2
Mary Alice Monroe,white,female,5.66745295288995,3
Mary Ann Venancio,latino,female,3.02118929906994,2
Mary Anne Radmacher,white,female,5.51054501020661,9
Mary Antin,white,female,4.7979596437372,2
Mary Ashun,black,female,3.89098,1
Mary Astell,white,female,5.37106786227174,6
Mary B. Morrison,black,female,4.23044892137827,3
Mary Baker Eddy,white,female,6.02118929906994,9
Mary Balogh,white,female,5.59549622182557,10
Mary Banos,latino,female,4.659916,1
Mary Bateson,white,female,4.28103336724773,3
Mary Berry,white,female,6.5327543789925,5
Mary Bly,white,female,4.149219113,3
Mary Buchan,white,female,4.4983105537896,7
Mary Calmes,white,female,5.14612803567824,2
Mary Caroline Richards,white,female,4.178976947,2
Mary Catherine Bateson,white,female,4.8494194137969,7
Mary Chase,white,female,5.05690485133647,2
Mary Church Terrell,black,female,5.40654018043396,2
Mary Daly,white,female,5.53147891704226,6
Mary DeTurris Poust,white,female,4.2718416065365,4
Mary Douglas,white,female,5.63245729218472,5
Mary Downing Hahn,white,female,5.38021124171161,2
Mary E. DeMuth,white,female,4.44404479591808,10
Mary Elizabeth Braddon,white,female,5.66370092538965,6
Mary Elizabeth Summer,white,female,4.00860017176192,4
Mary Ellen Chase,white,female,4.81358098856819,3
Mary Ellen Hannibal,white,female,4.31386722036915,2
Mary Ellen Mark,white,female,5.79098847508882,5
Mary Engelbreit,white,female,5.86272752831797,3
Mary Field Belenky,white,female,4.10380372095596,2
Mary Gaitskill,white,female,5.40483371661994,3
Mary Gardiner Brainard,white,female,3.41329976408125,1
Mary Gordon,white,female,5.55630250076729,2
Mary Harris Jones,white,female,4.86864443839483,5
Mary Higgins Clark,white,female,6.63748973,2
Mary Hoffman,white,female,5.34830486304816,2
Mary Howitt,white,female,4.76192783842053,2
Mary Hughes,white,female,5.59549622182557,2
Mary J. Blige,black,female,6.930439595,10
Mary J. McCoy-Dressel,black,female,3.459392,1
Mary J. Williams,black,female,5.27875360095283,10
Mary Jane Hathaway,white,female,4.120573931,3
Mary Jo Putney,white,female,5.72835378202123,3
Mary Karr,white,female,5.178976947,10
Mary Kate,white,female,6.70329137811866,10
Mary Kay Andrews,white,female,5.3747483460101,2
Mary Kay Ash,white,female,6.15533603746506,10
Mary Lambert,white,female,5.8733206018154,2
Mary Lascelles,white,female,4.274157849,3
Mary Lindsey,white,female,5.42324587393681,2
Mary Lydon Simonsen,white,female,3.92427928606188,7
Mary MacLane,white,female,4.82801506422398,8
Mary Martin,white,female,6.14301480025409,2
Mary McCarthy,white,female,5.70243053644553,10
Mary McLeod Bethune,black,female,5.6570558528571,10
Mary Mihalic,white,female,2.92685670894969,9
Mary Miller,white,female,6.11058971029925,2
Mary Morrissey,white,female,4.96378782734556,2
Mary Norris,white,female,5.26481782300954,7
Mary Oliver,white,female,6.34439227368511,10
Mary Papas,white,female,4.322219295,9
Mary Parker Follett,white,female,5.3096301674259,10
Mary Pauline Lowry,white,female,3.92582757462474,2
Mary Pettibone Poole,white,female,3.73319726510657,3
Mary Pickford,white,female,6.01703333929878,8
Mary Pierce,white,female,5.41830129131975,2
Mary Pipher,white,female,5.21748394421391,5
Mary Pope Osborne,white,female,6.9329808219232,3
Mary Quant,white,female,6.56348108539441,10
Mary Renault,white,female,5.12710479836481,10
Mary Ritter Beard,white,female,4.51587384371168,3
Mary Roach,white,female,5.51054501020661,10
Mary Roberts Rinehart,white,female,5.73639650227664,4
Mary Robinette Kowal,white,female,5.70842090013471,2
Mary Ruefle,white,female,5.07188200730613,3
Mary Sage Nguyen,asian,female,3.25042000230889,10
Mary Schmich,white,female,4.89762709129044,8
Mary Shelley,white,female,6.796574333,5
Mary Shelly,white,female,6.80002935924413,2
Mary Steenburgen,white,female,5.92941892571429,2
Mary Ting,asian,female,4.879096,1
Mary Todd Lincoln,white,female,5.58092497567562,3
Mary Tyler Moore,white,female,6.24303804868629,4
Mary V. Pate,white,female,3.03742649794062,2
Mary Webb,white,female,5.4345689040342,7
Mary Wilson Little,black,female,3.83695673705955,2
Mary Wollstonecraft,white,female,6.20139712432045,10
Mary Wollstonecraft Shelley,white,female,6.029383778,10
Mary Wortley Montagu,white,female,5.56584781867352,5
Mary-Ellen Peters,white,female,4.26717172840301,10
Mary-Kate Olsen,white,female,5.96754797621886,3
MaryAnn Diorio,white,female,3.72345567203519,6
MaryJanice Davidson,white,female,5.28330122870355,7
Marya Hornbacher,white,female,4.99166900737995,7
Marya Mannes,white,female,4.485721426,10
Marybeth Niederkorn,white,female,3.778874472,3
Maryrose Wood,white,female,4.564666064,5
Maryse Condé,black,female,6.045323,1
Masaharu Taniguchi,asian,male,5.262451,1
Masamune Shirow,asian,male,5.928908,1
Masanobu Fukuoka,asian,male,5.52633927738984,2
Masao Abe,asian,male,4.539076,1
Masaru Emoto,asian,male,5.986324,1
Masaru Ibuka,asian,male,5.07918124604763,2
Masashi Kishimoto,asian,male,6.7419390777292,10
Masashi Kishimoto Naruto Shippuden,asian,male,4.759668,1
Masatoshi Koshiba,asian,male,4.477121,1
Masayoshi Son,asian,male,5.60530504614111,2
Masi Oka,asian,male,5.726727,1
Mason Cooley,white,male,5.17318626841227,9
Massimo Marino,white,male,4.66558099101795,5
Master P,black,male,6.365488,1
Master Sengstan,asian,male,2.243038,1
Masuji Ibuse,asian,male,4.62736585659273,2
Mat Johnson,black,male,4.78318869107526,4
Mat Luthfi,asian,male,4.423246,1
Mata Amritanandamayi,asian,female,5.920123,1
Mateo Sol,latino,male,5.274157849,2
Mathematician Vitthal Jadhav,asian,male,2.658965,1
Mathias Malzieu,white,male,5.68663626926229,4
Mathieu Amalric,white,male,6.19033169817029,2
Matisyahu,white,male,5.99343623049761,4
Matshona Dhiliwayo,black,male,4.95085145888855,8
Matshona Dhliwayo,black,male,5.42975228000241,10
Matshona T. Dhliwayo,black,male,4.431364,1
Matsime Simon Mohapi,black,male,2.823474,1
Matsuo Basho,asian,male,5.73957234445009,3
Matsuri Hino,asian,female,5.67851837904011,10
Matsushita Yuya,asian,male,4.720159,1
Matt Abrams,white,male,4.28330122870355,4
Matt Blunt,white,male,4.51454775266029,2
Matt Bomer,white,male,6.04139268515823,5
Matt Cameron,white,male,5.54654266347813,2
Matt Chandler,white,male,5.37839790094814,10
Matt Damon,white,male,7.10720996964787,2
Matt Dillon,white,male,6.23299611039215,2
Matt Drudge,white,male,4.62013605497376,4
Matt Dunn,white,male,5.17026171539496,5
Matt Fraction,white,male,5.66275783168157,6
Matt Groening,white,male,6.33645973384853,9
Matt Haig,white,male,6.30319605742049,10
Matt Hilton,white,male,4.758154622,2
Matt Kemp,black,male,5.511883,1
Matt Kindt,white,male,5.87098881376058,4
Matt Micros,white,male,3.28780172993023,2
Matt Mullenweg,white,male,5.60205999132796,6
Matt Perman,white,male,4.23044892137827,8
Matt Ridley,white,male,5.44247976906445,6
Matt Rudd,white,male,4.35983548233989,2
Matt Ruff,white,male,4.88817949391832,2
Matt Smith,white,male,6.65896484266444,3
Matt Squire,white,male,4.66181268553726,2
Matt Wallace,white,male,5.579783597,6
Matt de la Pena,latino,male,5.27875360095283,2
Matthew,white,male,8.71096311899528,10
Matthew A Rodriguez,latino,male,4.70842090013471,2
Matthew A. Petti,white,male,3.10720996964787,2
Matthew Arnold,white,male,5.93550726582471,10
Matthew Catania,white,male,4.07554696139253,2
Matthew D Lieberman,white,male,4.564666064,2
Matthew D. Heines,white,male,3.67942789661212,2
Matthew De Abaitua,white,male,4.07188200730613,6
Matthew Dicks,white,male,4.88081359228079,2
Matthew Donnelly,white,male,5.053078443,10
Matthew Fox,white,male,6.04532297878666,4
Matthew Goodman,white,male,4.91907809237607,2
Matthew Heines,white,male,3.77305469336426,10
Matthew Henry,white,male,6.61278385671974,10
Matthew Inman,white,male,5.08635983067475,3
Matthew J. Hefti,white,male,3.36172783601759,4
Matthew J. Kirby,white,male,5.62531245096167,4
Matthew Knisely,white,male,3.30102999566398,9
Matthew Lee Anderson,white,male,5.22788670461367,4
Matthew Lesko,white,male,4.57170883180869,3
Matthew Lewis,white,male,6.01283722470517,9
Matthew Lillard,white,male,6.522444234,2
Matthew Macfadyen,white,male,5.95036485437612,2
Matthew McConaughey,white,male,6.93094903116752,10
Matthew Norman,white,male,5.18752072083646,3
Matthew Pearl,white,male,4.97220283837906,9
Matthew Polly,white,male,4.71432975974523,2
Matthew Prior,white,male,5.06069784035361,9
Matthew Quick,white,male,5.120573931,10
Matthew Reilly,white,male,5.45788189673399,5
Matthew S. Williams,white,male,4.63548374681491,5
Matthew Salesses,asian,male,4.574031,1
Matthew Scully,white,male,4.4983105537896,4
